Group;srednia_wazona;wariancja;odch_std;moment_4;kurtoza;skośność;rozstęp;wsp. zmienności;mediana;q1;q3;Dominanta;odchylenie ćwiartkowe;pozycyjny wsp. zmiennosci
1;63,8406285714286;543,151828233469;23,3056179543360;795087,627043692;2,69508522852469;-9448,65875560770;98,198;0,365059343490961;70,0533333333333;49,9793750000000;81,2870833333333;75,5;15,6538541666667;0,223456235725162
2;49,5519696969697;442,923204453627;21,0457407675194;354845,965179736;1,80876857803768;2451,09565324256;88,190;0,424720569055531;46,2200000000000;31,8620833333333;68,0503571428571;34,0;18,0941369047619;0,391478513733490
